AnoAtendimento;TrimestreAtendimento;MesAtendimento;DataAtendimento;CodigoRegiao;Regiao;UF;CodigoTipoAtendimento;CodigoAssunto;GrupoAssunto;CodigoProblema;GrupoProblema;SexoConsumidor;FaixaEtariaConsumidor;TipoFornecedor;RazaoSocialSindec;NomeFantasiaSindec
2015;1;2;2015-02-19 12:40:59.000;5;Centro-oeste;GO;3;101;Aparelho Celular;102;Problemas com Garantia de Produtos;M;entre 41 a 50 anos;1;REGIA COMERCIO DE INFORMATICA LTDA (PRIMETEK);PRIMETEK
2015;1;3;2015-03-10 09:48:23.000;5;Centro-oeste;DF;3;63;Financeira;28;Problemas com Cobrança;M;entre 21 a 30 anos;1;SKY BRASIL SERVIÇOS LTDA;SKY
2015;1;3;2015-03-16 08:58:46.000;2;Nordeste;BA;6;112;Brinquedos;105;Vício ou Má Qualidade de Produto ou Serviço;F;entre 41 a 50 anos;1;CASA. COM- COMERCIAL DE MOVEIS E ELETROS LTDA;LOJA ALLIANÇA
2015;1;1;2015-01-09 14:06:13.000;2;Nordeste;BA;9;284;Plano de Saúde;149;Problemas com Contrato;F;entre 51 a 60 anos;1;DIVICOM ADMINISTRADORA DE BENEFICIOS LTDA;DIVICOM
2015;1;1;2015-01-05 17:30:53.000;4;Sul;SC;6;284;Plano de Saúde;149;Problemas com Contrato;M;mais de 70 anos;1;ITAUSEG SAUDE S/A.;ITAUSEG SAUDE S/A
2015;1;2;2015-02-05 11:24:24.000;3;Sudeste;SP;3;181;Funerária;132;Problemas com Desistência de Compra ou Contratação;F;Nao Informada;1;OSSEL-ORGANIZACAO ANDREENSE EMPREENDIMENTOS DE LUTO LTDA;OSSEL
2015;1;3;2015-03-03 12:30:01.000;3;Sudeste;RJ;3;264;Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola;183;Vício ou Má Qualidade de Produto ou Serviço;M;Nao Informada;1;EMPRESA DE VIACAO ALGARVE LTDA - ME;********
2015;1;3;2015-03-24 11:09:10.000;1;Norte;AM;9;276;Agências e Operadoras de viagens (pacotes turísticos);255;Problemas com SAC;F;entre 41 a 50 anos;1;DECOLAR. COM LTDA.;DECOLAR. COM LTDA.
2015;1;3;2015-03-17 10:51:49.000;3;Sudeste;SP;3;112;Brinquedos;116;Problemas com Contrato;F;Nao Informada;1;B2W COMPANHIA GLOBAL DO VAREJO;AMERICANAS.COM/SUBMARINO/SHOPTIME/SOUBARATO
2015;1;1;2015-01-07 16:10:29.000;3;Sudeste;SP;2;112;Brinquedos;107;Problemas na Entrega de Produtos;F;entre 21 a 30 anos;1;B2W COMPANHIA GLOBAL DO VAREJO;AMERICANAS.COM/SUBMARINO/SHOPTIME/SOUBARATO
2015;1;3;2015-03-23 10:50:14.000;4;Sul;RS;3;276;Agências e Operadoras de viagens (pacotes turísticos);183;Vício ou Má Qualidade de Produto ou Serviço;M;entre 61 a 70 anos;1;DECOLAR.COM;
2015;1;1;2015-01-26 10:35:57.000;4;Sul;RS;3;276;Agências e Operadoras de viagens (pacotes turísticos);255;Problemas com SAC;M;entre 61 a 70 anos;1;DECOLAR.COM LTDA;SITE DECOLAR.COM
2015;1;3;2015-03-11 13:45:27.000;3;Sudeste;MG;3;63;Financeira;28;Problemas com Cobrança;F;Nao Informada;1;PAGUE MAIS LTDA;JUSSARA DOMINGOS PASQUALINO E EDUARDO P. LEME PAS
2015;1;1;2015-01-19 12:33:57.000;2;Nordeste;MA;3;112;Brinquedos;107;Problemas na Entrega de Produtos;F;entre 31 a 40 anos;1;B2W - COMPANHIA GLOBAL DO VAREJO;AMERICANAS.COM / SUBMARINO / SHOPTIME
2015;1;1;2015-01-27 15:50:37.000;4;Sul;RS;3;276;Agências e Operadoras de viagens (pacotes turísticos);183;Vício ou Má Qualidade de Produto ou Serviço;M;Nao Informada;1;DECOLAR.COM LTDA;DECOLAR.COM
2015;1;3;2015-03-10 09:23:07.000;4;Sul;SC;6;118;Material de Acabamento de Construção Pronto (Portão, Azulejos, Tintas, Pisos Para Revestimento, Paviflex );105;Vício ou Má Qualidade de Produto ou Serviço;M;Nao Informada;1;LOJAS DE DEPARTAMENTOS MILIUM LTDA;NULL
2015;1;2;2015-02-24 07:43:41.000;3;Sudeste;SP;3;118;Material de Acabamento de Construção Pronto (Portão, Azulejos, Tintas, Pisos Para Revestimento, Paviflex );105;Vício ou Má Qualidade de Produto ou Serviço;M;entre 21 a 30 anos;1;MULTILIT INDUSTRIA E COMERCIO LTDA;POLYFIT
2015;1;3;2015-03-20 17:08:46.000;4;Sul;RS;6;279;Internet (Serviços);255;Problemas com SAC;M;entre 41 a 50 anos;1;BRASIL TELECOM S/A;OI
2015;1;3;2015-03-26 14:57:12.000;4;Sul;RS;3;279;Internet (Serviços);183;Vício ou Má Qualidade de Produto ou Serviço;F;Nao Informada;1;BRASIL TELECOM S/A;OI
2015;1;3;2015-03-31 15:30:03.000;3;Sudeste;SP;3;63;Financeira;250;Problemas com Cobrança;M;Nao Informada;1;BANCO BONSUCESSO S.A.;
2015;1;2;2015-02-27 15:56:38.000;5;Centro-oeste;GO;6;106;Artigo de Leitura (Jornal, Revista, Livros etc.);116;Problemas com Contrato;M;entre 41 a 50 anos;1;ABRIL COMUNICAÇÕES S.A.;TV ABRIL - EDITORA ABRIL
2015;1;2;2015-02-24 16:27:40.000;1;Norte;TO;6;106;Artigo de Leitura (Jornal, Revista, Livros etc.);107;Problemas na Entrega de Produtos;F;entre 21 a 30 anos;1;ABRIL COMUNICAÇOES S.A.;TV ABRIL
2015;1;3;2015-03-03 13:58:28.000;5;Centro-oeste;GO;6;187;Telefonia Celular;215;Vício ou Má Qualidade de Produto ou Serviço;F;entre 21 a 30 anos;1;CLARO S/A - BCP S.A.;CLARO TV
2015;1;3;2015-03-23 13:43:39.000;4;Sul;SC;3;106;Artigo de Leitura (Jornal, Revista, Livros etc.);107;Problemas na Entrega de Produtos;F;entre 31 a 40 anos;1;ABRIL COMUNICACOES S.A.;ABRIL COMUNICACOES S.A.
2015;1;3;2015-03-13 16:32:46.000;5;Centro-oeste;MT;10;63;Financeira;32;Problemas com Cobrança;M;entre 21 a 30 anos;1;BANCO BRADESCO CARTOES S.A.;BRADESCO CARTÕES
2015;1;1;2015-01-22 10:35:29.000;3;Sudeste;ES;2;259;TV por Assinatura;194;Problemas com Cobrança;M;entre 21 a 30 anos;1;TESTE 1;NULL
2015;1;1;2015-01-13 10:55:57.000;3;Sudeste;SP;3;63;Financeira;27;Problemas com Contrato;M;entre 31 a 40 anos;1;SKY BRASIL SERVIÇOS LTDA;SKY BRASIL SERVIÇOS LTDA
2015;1;1;2015-01-27 11:50:11.000;3;Sudeste;ES;2;54;Cartão de Crédito;28;Problemas com Cobrança;F;entre 31 a 40 anos;1;TESTE 1;NULL
2015;1;3;2015-03-03 13:37:08.000;2;Nordeste;PB;9;55;Cartão de Loja;28;Problemas com Cobrança;F;até 20 anos;1;AVISTA;AVISTA CARTÕES/REVISTA
2015;1;2;2015-02-26 15:33:29.000;5;Centro-oeste;DF;2;199;Convênio de Assistência Médica / Odontológica;148;Problemas com Contrato;F;Nao Informada;1;UNIFOCUS BENEFÍCIOS;UNIFOCUS BENEFÍCIOS
2015;1;3;2015-03-25 14:47:46.000;5;Centro-oeste;MT;3;233;Escola ( Pré, 1º, 2º Graus e Superior );251;Problemas com SAC;F;entre 21 a 30 anos;1;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;FNDE
2015;1;3;2015-03-23 14:39:24.000;5;Centro-oeste;MT;3;233;Escola ( Pré, 1º, 2º Graus e Superior );251;Problemas com SAC;F;até 20 anos;1;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;FNDE
2015;1;1;2015-01-28 11:50:34.000;2;Nordeste;PE;3;288;Máquinas e Equipamentos;102;Problemas com Garantia de Produtos;F;entre 61 a 70 anos;1;SONY  BRASIL LTDA;SONY
2015;1;2;2015-02-05 10:35:13.000;1;Norte;TO;2;106;Artigo de Leitura (Jornal, Revista, Livros etc.);120;Problemas com Cobrança;M;até 20 anos;1;MUNDIAL EDITORA E DISTRIBUIDORA DE LIVROS;MUNDIAL EDITORA E DISTRIBUIDORA DE LIVROS
2015;1;2;2015-02-20 14:13:22.000;3;Sudeste;MG;3;276;Agências e Operadoras de viagens (pacotes turísticos);184;Problemas com Contrato;F;entre 31 a 40 anos;1;PASSAREDO TRANSPORTES AEREOS LTDA;PASSAREDO LINHAS AEREAS
2015;1;1;2015-01-27 15:21:00.000;3;Sudeste;MG;6;276;Agências e Operadoras de viagens (pacotes turísticos);201;Vício ou Má Qualidade de Produto ou Serviço;M;entre 31 a 40 anos;1;PASSAREDO TRANSPORTES AEREOS LTDA;PASSAREDO LINHAS AEREAS
2015;1;1;2015-01-07 15:29:20.000;2;Nordeste;RN;9;181;Funerária;128;Problemas com Contrato;M;entre 31 a 40 anos;1;SEMPRE ASSISTENCIA FUNERARIA;SEMPRE ASSISTENCIA FUNERARIA
2015;1;3;2015-03-17 17:15:33.000;3;Sudeste;SP;2;63;Financeira;28;Problemas com Cobrança;F;entre 21 a 30 anos;1;JEANE CRISTINA MESSIAS;CERIMONIAL SHOW
2015;1;2;2015-02-26 13:51:38.000;3;Sudeste;SP;3;63;Financeira;28;Problemas com Cobrança;F;entre 21 a 30 anos;1;JEANE CRISTINA MESSIAS;CERIMONIAL SHOW
2015;1;1;2015-01-28 14:59:10.000;3;Sudeste;SP;2;279;Internet (Serviços);205;Problemas Diversos com Produtos e Serviços;F;Nao Informada;1;NOTA FISCAL PAULISTA;
2015;1;3;2015-03-27 15:27:25.000;2;Nordeste;MA;3;95;Aparelho de Som;115;Problemas com Desistência de Compra ou Contratação;M;entre 41 a 50 anos;1;B2W - COMPANHIA GLOBAL DO VAREJO;AMERICANAS.COM / SUBMARINO / SHOPTIME
2015;1;1;2015-01-12 11:51:24.000;3;Sudeste;SP;3;95;Aparelho de Som;115;Problemas com Desistência de Compra ou Contratação;F;entre 41 a 50 anos;1;B2W - COMPANHIA GLOBAL DO VAREJO;AMERICANAS/ SHOPTIME/ SUBMARINO
2015;1;3;2015-03-23 10:09:24.000;4;Sul;PR;2;236;Cursos Livres Outros;205;Problemas Diversos com Produtos e Serviços;F;Nao Informada;1;CURSO DOMINIO;
2015;1;2;2015-02-06 16:35:41.000;3;Sudeste;SP;3;258;Consultoria / Assessoria / Agenciamento ( Recolocação Profissional, Agência de Empregada, de Casamento, Etc. );184;Problemas com Contrato;M;entre 61 a 70 anos;1;ASSOC BRASIL DE APOIO AOS APOSENTADOS PENSION E SERV PUBLIC ASBP;ASBP / PRODAC
2015;1;3;2015-03-24 12:20:05.000;3;Sudeste;SP;3;80;Locação;99;Problemas com Cobrança;F;entre 61 a 70 anos;1;NILZA ANACLETO DOS SANTOS;
2015;1;2;2015-02-26 15:02:01.000;3;Sudeste;SP;2;80;Locação;99;Problemas com Cobrança;F;entre 31 a 40 anos;1;CAVINATTO IMOVEIS;
2015;1;1;2015-01-12 10:16:49.000;4;Sul;PR;2;80;Locação;99;Problemas com Cobrança;F;até 20 anos;0;NICOLAU SHIGNOV;NICOLAU SHIGNOV
